date,type,concert_date,survey_result
42292.0375,standard,42309.75,
42292.06319,standard,42309.75,
42292.06736,vip,42309.75,
42292.08472,standard,42309.75,
42292.09167,standard,42309.75,
42292.13333,standard,42309.75,
42292.14236,vip,42309.75,
42292.15833,standard,42309.75,
42292.28611,standard,42309.75,
42292.33403,standard,42309.75,
42292.36806,standard,42309.75,
42292.37778,vip,42309.75,
42292.38333,standard,42309.75,
42292.38958,standard,42309.75,
42292.40556,vip,42309.75,
42292.4375,vip,42309.75,
42292.44931,standard,42309.75,
42292.45972,standard,42309.75,
42292.47292,standard,42309.75,
42292.5625,standard,42309.75,
42292.59722,standard,42309.75,
42292.61389,vip,42309.75,
42292.62222,standard,42309.75,
42292.63333,vip,42309.75,
42292.64028,standard,42309.75,
42292.66667,standard,42309.75,
42292.67153,standard,42309.75,
42292.68125,standard,42309.75,
42292.69583,standard,42309.75,
42292.72708,standard,42309.75,
42292.73472,vip,42309.75,
42292.74097,standard,42309.75,
42292.74861,standard,42309.75,
42292.80069,vip,42309.75,
42292.82569,vip,42309.75,
42292.90347,standard,42309.75,
42292.93125,standard,42309.75,
42292.93889,standard,42309.75,
42292.94167,vip,42309.75,
42292.94514,vip,42309.75,
42292.95764,standard,42309.75,
42292.95903,standard,42309.75,
42292.96944,vip,42309.75,
42292.97361,standard,42309.75,
42292.99306,standard,42309.75,
42293.01181,standard,42309.75,
42293.02361,standard,42309.75,
42293.025,standard,42309.75,
42293.03194,vip,42309.75,
42293.05833,standard,42309.75,
42293.08125,standard,42309.75,
42293.10069,vip,42309.75,
42293.10347,vip,42309.75,
42293.10625,vip,42309.75,
42293.12083,standard,42309.75,
42293.15694,standard,42309.75,
42293.16042,standard,42309.75,
42293.2,vip,42309.75,
42293.23125,standard,42309.75,
42293.26181,standard,42309.75,
42293.30833,vip,42309.75,
42293.34236,standard,42309.75,
42293.35347,standard,42309.75,
42293.38056,standard,42309.75,
42293.38056,standard,42309.75,
42293.38125,vip,42309.75,
42293.42153,vip,42309.75,
42293.45208,standard,42309.75,
42293.45694,standard,42309.75,
42293.45903,vip,42309.75,
42293.55556,vip,42309.75,
42293.56806,vip,42309.75,
42293.59236,standard,42309.75,
42293.65208,standard,42309.75,
42293.65972,standard,42309.75,
42293.70625,standard,42309.75,
42293.72361,vip,42309.75,
42293.74375,standard,42309.75,
42293.76042,vip,42309.75,
42293.76389,standard,42309.75,
42293.87153,standard,42309.75,
42293.87639,vip,42309.75,
42293.88958,standard,42309.75,
42293.91528,vip,42309.75,
42293.93681,standard,42309.75,
42293.975,standard,42309.75,
42293.97847,standard,42309.75,
42294.01806,standard,42309.75,
42294.03333,standard,42309.75,
42294.05,standard,42309.75,
42294.05764,vip,42309.75,
42294.10139,vip,42309.75,
42294.11875,standard,42309.75,
42294.15278,vip,42309.75,
42294.17917,vip,42309.75,
42294.23194,standard,42309.75,
42294.26806,vip,42309.75,
42294.28542,standard,42309.75,
42294.28958,standard,42309.75,
42294.29028,standard,42309.75,
42294.29444,standard,42309.75,
42294.35833,vip,42309.75,
42294.38542,standard,42309.75,
42294.40764,vip,42309.75,
42294.41528,standard,42309.75,
42294.43472,vip,42309.75,
42294.46667,standard,42309.75,
42294.49028,standard,42309.75,
42294.51597,standard,42309.75,
42294.53264,standard,42309.75,
42294.54861,standard,42309.75,
42294.59722,standard,42309.75,
42294.66528,standard,42309.75,
42294.67222,vip,42309.75,
42294.67778,standard,42309.75,
42294.68056,vip,42309.75,
42294.7,vip,42309.75,
42294.78333,standard,42309.75,
42294.87778,standard,42309.75,
42294.87917,standard,42309.75,
42294.87986,vip,42309.75,
42294.89861,vip,42309.75,
42294.90486,standard,42309.75,
42294.91181,standard,42309.75,
42294.91528,standard,42309.75,
42294.925,standard,42309.75,
42294.93056,standard,42309.75,
42294.94583,standard,42309.75,
42294.99375,standard,42309.75,
42295.05,standard,42309.75,
42295.07847,vip,42309.75,
42295.09306,standard,42309.75,
42295.10903,standard,42309.75,
42295.11528,vip,42309.75,
42295.13056,standard,42309.75,
42295.14236,standard,42309.75,
42295.15208,standard,42309.75,
42295.18264,standard,42309.75,
42295.20417,vip,42309.75,
42295.21944,standard,42309.75,
42295.22292,vip,42309.75,
42295.30069,vip,42309.75,
42295.31111,standard,42309.75,
42295.32986,standard,42309.75,
42295.37361,standard,42309.75,
42295.38056,vip,42309.75,
42295.40694,standard,42309.75,
42295.43264,standard,42309.75,
42295.44375,standard,42309.75,
42295.45764,vip,42309.75,
42295.46875,vip,42309.75,
42295.475,standard,42309.75,
42295.48333,standard,42309.75,
42295.50694,standard,42309.75,
42295.51042,standard,42309.75,
42295.52778,vip,42309.75,
42295.53889,standard,42309.75,
42295.60139,standard,42309.75,
42295.62639,vip,42309.75,
42295.63681,vip,42309.75,
42295.66181,standard,42309.75,
42295.68889,vip,42309.75,
42295.77708,vip,42309.75,
42295.77708,vip,42309.75,
42295.78958,standard,42309.75,
42295.79722,standard,42309.75,
42295.82986,standard,42309.75,
42295.83611,vip,42309.75,
42295.86944,standard,42309.75,
42295.87222,standard,42309.75,
42295.87986,vip,42309.75,
42295.90486,standard,42309.75,
42295.93889,vip,42309.75,
42295.95347,standard,42309.75,
42295.99931,vip,42309.75,
42296.02917,vip,42309.75,
42296.03819,standard,42309.75,
42296.05833,standard,42309.75,
42296.06319,standard,42309.75,
42296.08542,vip,42309.75,
42296.10208,standard,42309.75,
42296.10417,standard,42309.75,
42296.11042,vip,42309.75,
42296.12083,vip,42309.75,
42296.125,standard,42309.75,
42296.14583,standard,42309.75,
42296.16389,vip,42309.75,
42296.22083,standard,42309.75,
42296.27083,standard,42309.75,
42296.28264,vip,42309.75,
42296.29236,standard,42309.75,
42296.31597,standard,42309.75,
42296.32361,standard,42309.75,
42296.32986,vip,42309.75,
42296.37847,standard,42309.75,
42296.38333,vip,42309.75,
42296.40833,standard,42309.75,
42296.44861,standard,42309.75,
42296.50833,standard,42309.75,
42296.54236,standard,42309.75,
42296.55069,standard,42309.75,
42296.58125,standard,42309.75,
42296.63056,standard,42309.75,
42296.67153,standard,42309.75,
42296.69375,standard,42309.75,
42296.70278,standard,42309.75,
42296.72986,vip,42309.75,
42296.76111,vip,42309.75,
42296.77361,standard,42309.75,
42296.78333,standard,42309.75,
42296.81319,standard,42309.75,
42296.8375,vip,42309.75,
42296.83889,vip,42309.75,
42296.84792,vip,42309.75,
42296.87986,vip,42309.75,
42296.89514,vip,42309.75,
42296.89722,standard,42309.75,
42296.96319,standard,42309.75,
42296.96528,standard,42309.75,
42296.9875,standard,42309.75,
42297.00833,vip,42309.75,
42297.01042,standard,42309.75,
42297.02014,standard,42309.75,
42297.02292,vip,42309.75,
42297.05972,standard,42309.75,
42297.06528,standard,42309.75,
42297.07639,standard,42309.75,
42297.07778,vip,42309.75,
42297.09028,standard,42309.75,
42297.16111,standard,42309.75,
42297.22708,standard,42309.75,
42297.23681,standard,42309.75,
42297.24583,vip,42309.75,
42297.25556,standard,42309.75,
42297.25694,vip,42309.75,
42297.30694,standard,42309.75,
42297.325,standard,42309.75,
42297.33958,standard,42309.75,
42297.34097,vip,42309.75,
42297.34167,standard,42309.75,
42297.35764,vip,42309.75,
42297.37361,standard,42309.75,
42297.38472,standard,42309.75,
42297.43472,standard,42309.75,
42297.43958,standard,42309.75,
42297.45625,standard,42309.75,
42297.46944,vip,42309.75,
42297.55,standard,42309.75,
42297.55069,vip,42309.75,
42297.56319,vip,42309.75,
42297.57014,standard,42309.75,
42297.58819,standard,42309.75,
42297.59861,standard,42309.75,
42297.63958,standard,42309.75,
42297.68125,standard,42309.75,
42297.70278,standard,42309.75,
42297.73194,standard,42309.75,
42297.76806,standard,42309.75,
42297.77639,vip,42309.75,
42297.79722,vip,42309.75,
42297.82014,standard,42309.75,
42297.83542,vip,42309.75,
42297.88056,standard,42309.75,
42297.88403,vip,42309.75,
42297.89028,vip,42309.75,
42297.89722,standard,42309.75,
42297.90069,standard,42309.75,
42297.95347,standard,42309.75,
42297.9625,standard,42309.75,
42297.98542,standard,42309.75,
42297.99444,standard,42309.75,
42298.01667,vip,42309.75,
42298.04583,standard,42309.75,
42298.05486,standard,42309.75,
42298.05764,vip,42309.75,
42298.06944,standard,42309.75,
42298.09375,standard,42309.75,
42298.13819,standard,42309.75,
42298.14583,vip,42309.75,
42298.15069,standard,42309.75,
42298.15278,standard,42309.75,
42298.15625,vip,42309.75,
42298.16458,vip,42309.75,
42298.19375,standard,42309.75,
42298.21875,standard,42309.75,
42298.22639,vip,42309.75,
42298.22917,vip,42309.75,
42298.24792,standard,42309.75,
42298.2625,standard,42309.75,
42298.27083,standard,42309.75,
42298.28958,vip,42309.75,
42298.33611,vip,42309.75,
42298.35139,standard,42309.75,
42298.42708,vip,42309.75,
42298.42917,standard,42309.75,
42298.4375,vip,42309.75,
42298.49375,standard,42309.75,
42298.50069,standard,42309.75,
42298.52361,vip,42309.75,
42298.54722,vip,42309.75,
42298.55208,standard,42309.75,
42298.56111,standard,42309.75,
42298.5625,standard,42309.75,
42298.56528,standard,42309.75,
42298.56806,vip,42309.75,
42298.61111,standard,42309.75,
42298.62014,standard,42309.75,
42298.62083,standard,42309.75,
42298.65694,standard,42309.75,
42298.66181,standard,42309.75,
42298.66806,standard,42309.75,
42298.67986,standard,42309.75,
42298.68889,standard,42309.75,
42298.71042,standard,42309.75,
42298.76042,standard,42309.75,
42298.775,standard,42309.75,
42298.77708,standard,42309.75,
42298.81528,standard,42309.75,
42298.8625,standard,42309.75,
42298.88264,standard,42309.75,
42298.93681,standard,42309.75,
42298.94167,standard,42309.75,
42298.94514,standard,42309.75,
42298.97847,standard,42309.75,
42298.97917,standard,42309.75,
42298.99722,standard,42309.75,
42299.00486,standard,42309.75,
42299.00486,standard,42309.75,
42299.02431,vip,42309.75,
42299.05208,standard,42309.75,
42299.05486,vip,42309.75,
42299.05833,standard,42309.75,
42299.06181,vip,42309.75,
42299.07639,vip,42309.75,
42299.07847,vip,42309.75,
42299.09583,standard,42309.75,
42299.10556,vip,42309.75,
42299.10625,standard,42309.75,
42299.10764,vip,42309.75,
42299.11319,standard,42309.75,
42299.12708,vip,42309.75,
42299.14792,vip,42309.75,
42299.19861,standard,42309.75,
42299.21597,standard,42309.75,
42299.22014,vip,42309.75,
42299.22778,standard,42309.75,
42299.23819,standard,42309.75,
42299.25694,vip,42309.75,
42299.28611,vip,42309.75,
42299.29653,standard,42309.75,
42299.30486,vip,42309.75,
42299.31944,standard,42309.75,
42299.33403,standard,42309.75,
42299.34583,vip,42309.75,
42299.36181,vip,42309.75,
42299.37014,standard,42309.75,
42299.37014,vip,42309.75,
41874.75,standard,41944.75,
41874.75,standard,41944.75,
41874.75,standard,41944.75,
41874.75,standard,41944.75,
41874.75,standard,41944.75,
41874.75,standard,41944.75,
41874.75,standard,41944.75,
41874.75,vip,41944.75,
41874.75,vip,41944.75,
41874.75,vip,41944.75,
41875.88542,standard,41944.75,
41876.46111,standard,41944.75,
41876.5125,standard,41944.75,
41877.37847,vip,41944.75,
41877.94931,standard,41944.75,
41878.70972,vip,41944.75,
41879.04167,vip,41944.75,
41879.24097,standard,41944.75,
41879.24931,standard,41944.75,
41879.34306,standard,41944.75,
41879.77639,standard,41944.75,
41880.12917,standard,41944.75,
41880.23125,standard,41944.75,
41880.36944,standard,41944.75,
41880.50486,vip,41944.75,
41880.60208,standard,41944.75,
41880.66458,vip,41944.75,
41881.32014,vip,41944.75,
41882.48333,standard,41944.75,
41884.10625,vip,41944.75,
41884.23125,vip,41944.75,
41884.36806,standard,41944.75,
41884.51111,standard,41944.75,
41885.08194,standard,41944.75,
41885.09514,vip,41944.75,
41885.15694,standard,41944.75,
41885.63819,standard,41944.75,
41885.92153,vip,41944.75,
41886.35486,vip,41944.75,
41886.50347,standard,41944.75,
41887.50069,vip,41944.75,
41887.84583,standard,41944.75,
41888.425,vip,41944.75,
41888.44861,standard,41944.75,
41889.05625,standard,41944.75,
41889.06806,standard,41944.75,
41889.21319,standard,41944.75,
41889.41528,standard,41944.75,
41889.57569,standard,41944.75,
41889.65903,standard,41944.75,
41890.42292,vip,41944.75,
41890.65833,standard,41944.75,
41890.77222,standard,41944.75,
41890.89792,standard,41944.75,
41891.12917,standard,41944.75,
41891.29514,standard,41944.75,
41891.55556,standard,41944.75,
41891.6625,standard,41944.75,
41891.81667,vip,41944.75,
41891.82569,vip,41944.75,
41892.06111,standard,41944.75,
41892.275,vip,41944.75,
41892.54722,vip,41944.75,
41892.55833,vip,41944.75,
41892.64514,standard,41944.75,
41893.02847,standard,41944.75,
41893.37986,standard,41944.75,
41893.84583,standard,41944.75,
41894.48472,standard,41944.75,
41894.75278,standard,41944.75,
41894.95417,standard,41944.75,
41895.00903,standard,41944.75,
41895.08681,standard,41944.75,
41895.33194,standard,41944.75,
41895.57708,vip,41944.75,
41895.65972,standard,41944.75,
41895.80625,standard,41944.75,
41896.44097,standard,41944.75,
41896.56944,standard,41944.75,
41896.64306,vip,41944.75,
41896.68819,standard,41944.75,
41896.69583,vip,41944.75,
41897.00903,vip,41944.75,
41897.25833,standard,41944.75,
41897.76111,vip,41944.75,
41897.84861,standard,41944.75,
41897.96319,vip,41944.75,
41897.96667,standard,41944.75,
41898.13056,standard,41944.75,
41898.30694,vip,41944.75,
41898.47153,standard,41944.75,
41898.55833,standard,41944.75,
41898.72292,standard,41944.75,
41898.83819,vip,41944.75,
41898.86042,standard,41944.75,
41898.87361,standard,41944.75,
41898.95486,standard,41944.75,
41898.95903,vip,41944.75,
41899.08125,vip,41944.75,
41899.20139,standard,41944.75,
41899.30486,vip,41944.75,
41899.41667,standard,41944.75,
41899.6625,standard,41944.75,
41899.87153,standard,41944.75,
41900.10972,standard,41944.75,
41900.14792,standard,41944.75,
41900.30208,vip,41944.75,
41900.63958,standard,41944.75,
41900.81389,vip,41944.75,
41900.94444,standard,41944.75,
41901.02361,standard,41944.75,
41901.05347,standard,41944.75,
41901.25903,vip,41944.75,
41901.28611,standard,41944.75,
41901.42778,standard,41944.75,
41901.44514,standard,41944.75,
41901.46042,vip,41944.75,
41901.55278,vip,41944.75,
41901.55764,vip,41944.75,
41901.57153,standard,41944.75,
41901.61597,standard,41944.75,
41901.77569,standard,41944.75,
41901.96875,standard,41944.75,
41902.02292,standard,41944.75,
41902.10139,standard,41944.75,
41902.23681,vip,41944.75,
41902.34514,standard,41944.75,
41902.38472,standard,41944.75,
41902.38889,vip,41944.75,
41902.41181,standard,41944.75,
41902.57222,standard,41944.75,
41902.80208,vip,41944.75,
41902.83819,standard,41944.75,
41902.99097,standard,41944.75,
41903.00972,vip,41944.75,
41903.02917,vip,41944.75,
41903.32222,standard,41944.75,
41903.53611,standard,41944.75,
41903.94861,vip,41944.75,
41904.01181,standard,41944.75,
41904.10208,vip,41944.75,
41904.14444,standard,41944.75,
41904.27292,vip,41944.75,
41904.39722,standard,41944.75,
41904.55556,standard,41944.75,
41904.56667,standard,41944.75,
41904.66875,vip,41944.75,
41904.71181,vip,41944.75,
41904.99306,standard,41944.75,
41905.15417,standard,41944.75,
41905.17292,standard,41944.75,
41905.40486,vip,41944.75,
41905.57569,vip,41944.75,
41905.69444,vip,41944.75,
41905.83333,standard,41944.75,
41905.90556,standard,41944.75,
41906.02917,standard,41944.75,
41906.08056,standard,41944.75,
41906.25903,vip,41944.75,
41906.26042,standard,41944.75,
41906.27083,standard,41944.75,
41906.40347,standard,41944.75,
41906.50278,standard,41944.75,
41906.50278,standard,41944.75,
41906.52153,vip,41944.75,
41906.57014,standard,41944.75,
41906.71944,standard,41944.75,
41906.77292,vip,41944.75,
41906.79306,standard,41944.75,
41906.82708,vip,41944.75,
41906.95694,standard,41944.75,
41906.96458,standard,41944.75,
41907.12361,standard,41944.75,
41907.19236,standard,41944.75,
41907.29444,vip,41944.75,
41907.31042,standard,41944.75,
41907.32153,standard,41944.75,
41907.36042,standard,41944.75,
41907.45694,standard,41944.75,
41907.50694,vip,41944.75,
41907.51181,standard,41944.75,
41907.56528,vip,41944.75,
41907.62847,standard,41944.75,
41907.67639,standard,41944.75,
41907.71458,standard,41944.75,
41907.71528,vip,41944.75,
41907.87222,standard,41944.75,
41907.87639,standard,41944.75,
41907.89792,standard,41944.75,
41907.90903,standard,41944.75,
41908.03333,vip,41944.75,
41908.09097,standard,41944.75,
41908.12708,standard,41944.75,
41908.14583,standard,41944.75,
41908.17014,standard,41944.75,
41908.19514,vip,41944.75,
41908.375,vip,41944.75,
41908.43125,standard,41944.75,
41908.44861,vip,41944.75,
41908.47569,standard,41944.75,
41908.63819,standard,41944.75,
41908.68333,standard,41944.75,
41908.69722,standard,41944.75,
41908.94861,standard,41944.75,
41908.99306,standard,41944.75,
41909.02986,standard,41944.75,
41909.03611,standard,41944.75,
41909.09236,standard,41944.75,
41909.14653,standard,41944.75,
41909.16667,standard,41944.75,
41909.21667,vip,41944.75,
41909.44375,standard,41944.75,
41909.60486,standard,41944.75,
41909.78472,standard,41944.75,
41909.78542,standard,41944.75,
41909.90069,standard,41944.75,
41910.00625,standard,41944.75,
41910.04236,standard,41944.75,
41910.15903,standard,41944.75,
41910.2375,vip,41944.75,
41910.32917,standard,41944.75,
41910.36111,standard,41944.75,
41910.37222,vip,41944.75,
41910.37292,standard,41944.75,
41910.4,standard,41944.75,
41910.40278,standard,41944.75,
41910.47708,standard,41944.75,
41910.49931,vip,41944.75,
41910.69167,standard,41944.75,
41910.775,vip,41944.75,
41910.7875,standard,41944.75,
41910.80972,standard,41944.75,
41910.82292,vip,41944.75,
41910.825,standard,41944.75,
41910.89722,standard,41944.75,
41910.89861,standard,41944.75,
41910.94653,vip,41944.75,
41911.01875,standard,41944.75,
41911.05486,standard,41944.75,
41911.10764,standard,41944.75,
41911.11944,standard,41944.75,
41911.12153,standard,41944.75,
41911.26667,standard,41944.75,
41911.33333,standard,41944.75,
41911.375,vip,41944.75,
41911.40486,standard,41944.75,
41911.40764,vip,41944.75,
41911.40903,standard,41944.75,
41911.47639,standard,41944.75,
41911.525,vip,41944.75,
41911.5625,standard,41944.75,
41911.58958,standard,41944.75,
41911.71319,vip,41944.75,
41911.73056,standard,41944.75,
41911.77014,standard,41944.75,
41911.80278,standard,41944.75,
41911.84931,standard,41944.75,
41911.94097,standard,41944.75,
41912.02153,vip,41944.75,
41912.02361,vip,41944.75,
41912.03194,standard,41944.75,
41912.17292,standard,41944.75,
41912.22083,standard,41944.75,
41912.34444,standard,41944.75,
41912.36111,standard,41944.75,
41912.40694,vip,41944.75,
41912.45139,standard,41944.75,
41912.50972,vip,41944.75,
41912.57083,vip,41944.75,
41912.70278,standard,41944.75,
41912.70903,standard,41944.75,
41912.72986,standard,41944.75,
41912.74375,vip,41944.75,
41912.80486,vip,41944.75,
41912.86597,standard,41944.75,
41912.925,standard,41944.75,
41912.9375,vip,41944.75,
41912.95417,vip,41944.75,
41913.04792,standard,41944.75,
41913.08056,vip,41944.75,
41913.14375,standard,41944.75,
41913.19167,vip,41944.75,
41913.19236,vip,41944.75,
41913.21875,standard,41944.75,
41913.23819,standard,41944.75,
41913.27917,vip,41944.75,
41913.29583,standard,41944.75,
41913.32778,standard,41944.75,
41913.33333,standard,41944.75,
41913.38472,standard,41944.75,
41913.38472,standard,41944.75,
41913.45903,standard,41944.75,
41913.46944,vip,41944.75,
41913.5,standard,41944.75,
41913.53889,vip,41944.75,
41913.61736,standard,41944.75,
41913.69583,standard,41944.75,
41913.70278,standard,41944.75,
41913.75972,standard,41944.75,
41913.76875,standard,41944.75,
41913.80903,standard,41944.75,
41913.83681,standard,41944.75,
41913.85278,standard,41944.75,
41913.90694,vip,41944.75,
41913.98333,standard,41944.75,
41913.98889,standard,41944.75,
41914.02917,vip,41944.75,
41914.20833,vip,41944.75,
41914.24097,vip,41944.75,
41914.26736,vip,41944.75,
41914.28542,standard,41944.75,
41914.31806,vip,41944.75,
41914.32778,standard,41944.75,
41914.32986,vip,41944.75,
41914.38333,standard,41944.75,
41914.41528,standard,41944.75,
41914.44375,standard,41944.75,
41914.48333,standard,41944.75,
41914.50208,standard,41944.75,
41914.52778,vip,41944.75,
41914.5375,vip,41944.75,
41914.58819,standard,41944.75,
41914.62361,standard,41944.75,
41914.64236,vip,41944.75,
41914.69236,standard,41944.75,
41914.76667,vip,41944.75,
41914.82014,standard,41944.75,
41914.82222,vip,41944.75,
41914.90694,standard,41944.75,
41914.91528,standard,41944.75,
41914.93056,standard,41944.75,
41915.03056,standard,41944.75,
41915.03125,vip,41944.75,
41915.12014,standard,41944.75,
41915.15972,standard,41944.75,
41915.17292,vip,41944.75,
41915.1875,standard,41944.75,
41915.28194,standard,41944.75,
41915.29583,standard,41944.75,
41915.30764,standard,41944.75,
41915.35347,standard,41944.75,
41915.44028,standard,41944.75,
41915.45903,standard,41944.75,
41915.46736,standard,41944.75,
41915.48264,standard,41944.75,
41915.48403,standard,41944.75,
41915.52639,vip,41944.75,
41915.57639,standard,41944.75,
41915.59861,standard,41944.75,
41915.62083,standard,41944.75,
41915.62847,standard,41944.75,
41915.63194,vip,41944.75,
41915.64583,vip,41944.75,
41915.74028,vip,41944.75,
41915.75139,vip,41944.75,
41915.80625,vip,41944.75,
41915.82083,standard,41944.75,
41915.82292,standard,41944.75,
41915.82639,vip,41944.75,
41915.83264,standard,41944.75,
41915.86944,standard,41944.75,
41915.91042,standard,41944.75,
41916.03403,standard,41944.75,
41916.04028,vip,41944.75,
41916.10278,vip,41944.75,
41916.13125,standard,41944.75,
41916.13542,standard,41944.75,
41916.17708,standard,41944.75,
41916.31319,standard,41944.75,
41916.36319,standard,41944.75,
41916.37361,standard,41944.75,
41916.37431,standard,41944.75,
41916.39583,vip,41944.75,
41916.40417,standard,41944.75,
41916.42986,standard,41944.75,
41916.46528,vip,41944.75,
41916.46944,standard,41944.75,
41916.47014,vip,41944.75,
41916.48889,vip,41944.75,
41916.49583,standard,41944.75,
41916.51111,vip,41944.75,
41916.54306,standard,41944.75,
41916.68264,standard,41944.75,
41916.72292,vip,41944.75,
41916.83125,vip,41944.75,
41916.85,standard,41944.75,
41916.92639,standard,41944.75,
41917.01042,standard,41944.75,
41917.01875,standard,41944.75,
41917.02847,standard,41944.75,
41917.04653,standard,41944.75,
41917.06736,standard,41944.75,
41917.07917,vip,41944.75,
41917.08194,standard,41944.75,
41917.15069,standard,41944.75,
41917.15972,standard,41944.75,
41917.17639,vip,41944.75,
41917.17986,vip,41944.75,
41917.18056,standard,41944.75,
41917.27222,standard,41944.75,
41917.28611,standard,41944.75,
41917.34931,standard,41944.75,
41917.36875,standard,41944.75,
41917.41042,standard,41944.75,
41917.42778,vip,41944.75,
41917.58403,standard,41944.75,
41917.62708,vip,41944.75,
41917.63125,standard,41944.75,
41917.69514,vip,41944.75,
41917.71181,standard,41944.75,
41917.72431,standard,41944.75,
41917.75069,standard,41944.75,
41917.76458,standard,41944.75,
41917.83125,vip,41944.75,
41917.83681,standard,41944.75,
41917.98472,standard,41944.75,
41918.01389,standard,41944.75,
41918.04722,standard,41944.75,
41918.11597,standard,41944.75,
41918.125,vip,41944.75,
41918.15417,standard,41944.75,
41918.20347,standard,41944.75,
41918.22292,standard,41944.75,
41918.23681,standard,41944.75,
41918.24514,standard,41944.75,
41918.2625,standard,41944.75,
41918.28958,vip,41944.75,
41918.36319,standard,41944.75,
41918.39097,standard,41944.75,
41918.45,standard,41944.75,
41918.49028,standard,41944.75,
41918.53681,vip,41944.75,
41918.55486,vip,41944.75,
41918.55625,standard,41944.75,
41918.65486,vip,41944.75,
41918.65556,vip,41944.75,
41918.68056,vip,41944.75,
41918.69167,standard,41944.75,
41918.77014,standard,41944.75,
41918.79167,vip,41944.75,
41918.80139,vip,41944.75,
41918.82083,standard,41944.75,
41918.82569,standard,41944.75,
41918.90556,standard,41944.75,
41918.90833,standard,41944.75,
41918.92292,standard,41944.75,
41918.92431,vip,41944.75,
41918.97083,standard,41944.75,
41919.01944,standard,41944.75,
41919.02292,standard,41944.75,
41919.06181,standard,41944.75,
41919.14028,vip,41944.75,
41919.15069,standard,41944.75,
41919.18889,standard,41944.75,
41919.20972,standard,41944.75,
41919.22917,standard,41944.75,
41919.31667,standard,41944.75,
41919.34236,standard,41944.75,
41919.34306,vip,41944.75,
41919.34931,standard,41944.75,
41919.38611,standard,41944.75,
41919.40556,vip,41944.75,
41919.4125,vip,41944.75,
41919.42222,standard,41944.75,
41919.49306,standard,41944.75,
41919.54167,standard,41944.75,
41919.56111,vip,41944.75,
41919.56944,standard,41944.75,
41919.57431,vip,41944.75,
41919.58056,vip,41944.75,
41919.59444,vip,41944.75,
41919.60278,standard,41944.75,
41919.68056,standard,41944.75,
41919.69097,vip,41944.75,
41919.70903,standard,41944.75,
41919.71181,standard,41944.75,
41919.71667,vip,41944.75,
41919.73542,standard,41944.75,
41919.7625,vip,41944.75,
41919.80486,standard,41944.75,
41919.81458,vip,41944.75,
41919.83958,vip,41944.75,
41919.84653,standard,41944.75,
41919.88194,vip,41944.75,
41919.90486,standard,41944.75,
41919.94097,vip,41944.75,
41919.98611,vip,41944.75,
41920.01944,standard,41944.75,
41920.05833,standard,41944.75,
41920.06806,standard,41944.75,
41920.1125,standard,41944.75,
41920.18681,standard,41944.75,
41920.18958,standard,41944.75,
41920.22917,vip,41944.75,
41920.23819,standard,41944.75,
41920.28194,standard,41944.75,
41920.2875,standard,41944.75,
41920.32917,standard,41944.75,
41920.38264,vip,41944.75,
41920.44514,standard,41944.75,
41920.45,standard,41944.75,
41920.45972,vip,41944.75,
41920.47431,vip,41944.75,
41920.47847,standard,41944.75,
41920.60278,vip,41944.75,
41920.61181,standard,41944.75,
41920.62083,standard,41944.75,
41920.63472,vip,41944.75,
41920.65764,vip,41944.75,
41920.65764,standard,41944.75,
41920.69236,standard,41944.75,
41920.71319,standard,41944.75,
41920.72292,standard,41944.75,
41920.75903,standard,41944.75,
41920.78542,standard,41944.75,
41920.78611,standard,41944.75,
41920.81875,standard,41944.75,
41920.825,standard,41944.75,
41920.84861,standard,41944.75,
41920.85764,vip,41944.75,
41920.88889,standard,41944.75,
41920.89583,standard,41944.75,
41920.90556,vip,41944.75,
41921.02569,vip,41944.75,
41921.08056,standard,41944.75,
41921.09028,standard,41944.75,
41921.12431,vip,41944.75,
41921.13611,vip,41944.75,
41921.15278,standard,41944.75,
41921.17569,standard,41944.75,
41921.29861,standard,41944.75,
41921.32083,standard,41944.75,
41921.34583,standard,41944.75,
41921.36667,standard,41944.75,
41921.36667,standard,41944.75,
41921.38194,standard,41944.75,
41921.39028,standard,41944.75,
41921.39514,standard,41944.75,
41921.40486,standard,41944.75,
41921.44653,standard,41944.75,
41921.46389,standard,41944.75,
41921.48819,standard,41944.75,
41921.53958,vip,41944.75,
41921.54097,standard,41944.75,
41921.55,standard,41944.75,
41921.55764,standard,41944.75,
41921.57014,vip,41944.75,
41921.59167,standard,41944.75,
41921.65486,standard,41944.75,
41921.68611,vip,41944.75,
41921.69306,standard,41944.75,
41921.72847,standard,41944.75,
41921.78611,standard,41944.75,
41921.83611,standard,41944.75,
41921.88403,standard,41944.75,
41921.91528,standard,41944.75,
41921.97917,standard,41944.75,
41921.98264,standard,41944.75,
41922.03333,standard,41944.75,
41922.07569,standard,41944.75,
41922.09444,standard,41944.75,
41922.09583,vip,41944.75,
41922.11736,vip,41944.75,
41922.19375,standard,41944.75,
41922.19861,vip,41944.75,
41922.20903,vip,41944.75,
41922.24444,standard,41944.75,
41922.25,vip,41944.75,
41922.33333,vip,41944.75,
41922.45278,standard,41944.75,
41922.45486,standard,41944.75,
41922.49514,standard,41944.75,
41922.49792,standard,41944.75,
41922.52361,vip,41944.75,
41922.52639,standard,41944.75,
41922.54375,vip,41944.75,
41922.58542,vip,41944.75,
41922.58889,standard,41944.75,
